timestamps,vehicle_count
2024-05-01 11:52:27,3
2024-05-01 11:52:37,6
2024-05-01 11:52:47,9
2024-05-01 11:52:57,5
2024-05-01 11:53:07,6
2024-05-01 11:53:17,10
2024-05-01 11:53:27,8
2024-05-01 11:53:37,11
2024-05-01 11:53:47,8
2024-05-01 11:53:57,10
2024-05-01 11:54:07,11
2024-05-01 11:54:17,9
2024-05-01 11:54:27,9
2024-05-01 11:54:37,7
2024-05-01 11:54:47,6
2024-05-01 11:54:57,9
2024-05-01 11:55:07,11
2024-05-01 11:55:17,10
2024-05-01 11:55:27,7
2024-05-01 11:55:37,10
2024-05-01 11:55:47,8
2024-05-01 11:55:57,6
2024-05-01 11:56:07,9
2024-05-01 11:56:17,7
2024-05-01 11:56:27,7
2024-05-01 11:56:37,8
2024-05-01 11:56:47,5
2024-05-01 11:56:57,10
2024-05-01 11:57:07,12
2024-05-01 11:57:17,7
2024-05-01 11:57:27,9
2024-05-01 11:57:37,9
2024-05-01 11:57:47,6
2024-05-01 11:57:57,10
2024-05-01 11:58:07,6
2024-05-01 11:58:17,10
2024-05-01 11:58:27,8
2024-05-01 11:58:37,7
2024-05-01 11:58:47,8
2024-05-01 11:58:57,6
2024-05-01 11:59:07,8
2024-05-01 11:59:17,7
2024-05-01 11:59:27,7
2024-05-01 11:59:37,10
2024-05-01 11:59:47,7
2024-05-01 11:59:57,9
2024-05-01 12:00:07,10
2024-05-01 12:00:17,9
2024-05-01 12:00:27,10
2024-05-01 12:00:37,8
2024-05-01 12:00:47,5
2024-05-01 12:00:57,11
2024-05-01 12:01:07,9
2024-05-01 12:01:17,11
2024-05-01 12:01:27,9
2024-05-01 12:01:37,12
2024-05-01 12:01:47,10
2024-05-01 12:01:57,9
2024-05-01 12:02:07,12
2024-05-01 12:02:17,13
2024-05-01 12:02:27,10
2024-05-01 12:02:37,6
2024-05-01 12:02:47,9
2024-05-01 12:02:57,7
2024-05-01 12:03:07,10
2024-05-01 12:03:17,7
2024-05-01 12:03:27,3
2024-05-01 12:03:37,6
2024-05-01 12:03:47,10
2024-05-01 12:03:57,8
2024-05-01 12:04:07,7
2024-05-01 12:04:17,7
2024-05-01 12:04:27,8
2024-05-01 12:04:37,6
2024-05-01 12:04:47,7
2024-05-01 12:04:57,5
2024-05-01 12:05:07,7
2024-05-01 12:05:17,8
2024-05-01 12:05:27,9
2024-05-01 12:05:37,8
2024-05-01 12:05:47,10
2024-05-01 12:05:57,10
2024-05-01 12:06:07,7
2024-05-01 12:06:17,7
2024-05-01 12:06:27,8
2024-05-01 12:06:37,11
2024-05-01 12:06:47,8
2024-05-01 12:06:57,8
2024-05-01 12:07:07,8
2024-05-01 12:07:17,8
2024-05-01 12:07:27,10
2024-05-01 12:07:37,9
2024-05-01 12:07:47,9
2024-05-01 12:07:57,7
2024-05-01 12:08:07,7
2024-05-01 12:08:17,7
2024-05-01 12:08:27,6
2024-05-01 12:08:37,7
2024-05-01 12:08:47,8
2024-05-01 12:08:57,6
2024-05-01 12:09:07,8
2024-05-01 12:09:17,11
2024-05-01 12:09:27,7
2024-05-01 12:09:37,8
2024-05-01 12:09:47,8
2024-05-01 12:09:57,8
2024-05-01 12:10:07,11
2024-05-01 12:10:17,10
2024-05-01 12:10:27,10
2024-05-01 12:10:37,10
2024-05-01 12:10:47,12
2024-05-01 12:10:57,12
2024-05-01 12:11:07,9
2024-05-01 12:11:17,8
2024-05-01 12:11:27,9
2024-05-01 12:11:37,10
2024-05-01 12:11:47,10
2024-05-01 12:11:57,11
2024-05-01 12:12:07,10
2024-05-01 12:12:17,8
2024-05-01 12:12:27,6
2024-05-01 12:12:37,8
2024-05-01 12:12:47,12
2024-05-01 12:12:57,8
2024-05-01 12:13:07,9
2024-05-01 12:13:17,8
2024-05-01 12:13:27,4
2024-05-01 12:13:37,5
2024-05-01 12:13:47,8
2024-05-01 12:13:57,11
2024-05-01 12:14:07,8
2024-05-01 12:14:17,5
2024-05-01 12:14:27,7
2024-05-01 12:14:37,11
2024-05-01 12:14:47,8
2024-05-01 12:14:57,7
2024-05-01 12:15:07,7
2024-05-01 12:15:17,10
2024-05-01 12:15:27,6
2024-05-01 12:15:37,6
2024-05-01 12:15:47,10
2024-05-01 12:15:57,10
2024-05-01 12:16:07,9
2024-05-01 12:16:17,11
2024-05-01 12:16:27,10
2024-05-01 12:16:37,9
2024-05-01 12:16:47,7
2024-05-01 12:16:57,9
2024-05-01 12:17:07,7
2024-05-01 12:17:17,8
2024-05-01 12:17:27,8
2024-05-01 12:17:37,10
2024-05-01 12:17:47,10
2024-05-01 12:17:57,11
2024-05-01 12:18:07,12
2024-05-01 12:18:17,7
2024-05-01 12:18:27,10
2024-05-01 12:18:37,7
2024-05-01 12:18:47,9
2024-05-01 12:18:57,8
2024-05-01 12:19:07,6
2024-05-01 12:19:17,7
2024-05-01 12:19:27,7
2024-05-01 12:19:37,8
2024-05-01 12:19:47,5
2024-05-01 12:19:57,7
2024-05-01 12:20:07,7
2024-05-01 12:20:17,5
2024-05-01 12:20:27,6
2024-05-01 12:20:37,7
2024-05-01 12:20:47,5
2024-05-01 12:20:57,6
2024-05-01 12:21:07,8
2024-05-01 12:21:17,7
2024-05-01 12:21:27,7
2024-05-01 12:21:37,7
2024-05-01 12:21:47,5
2024-05-01 12:21:57,3
2024-05-01 12:22:07,7
2024-05-01 12:22:17,8
2024-05-01 12:22:27,7
2024-05-01 12:22:37,7
2024-05-01 12:22:47,10
2024-05-01 12:22:57,10
2024-05-01 12:23:07,8
2024-05-01 12:23:17,5
2024-05-01 12:23:27,10
2024-05-01 12:23:37,10
2024-05-01 12:23:47,7
2024-05-01 12:23:57,8
2024-05-01 12:24:07,10
2024-05-01 12:24:17,7
2024-05-01 12:24:27,7
2024-05-01 12:24:37,9
2024-05-01 12:24:47,9
2024-05-01 12:24:57,6
2024-05-01 12:25:07,6
2024-05-01 12:25:17,10
2024-05-01 12:25:27,9
2024-05-01 12:25:37,7
2024-05-01 12:25:47,8
2024-05-01 12:25:57,10
2024-05-01 12:26:07,7
2024-05-01 12:26:17,9
2024-05-01 12:26:27,6
2024-05-01 12:26:37,4
2024-05-01 12:26:47,7
2024-05-01 12:26:57,9
2024-05-01 12:27:07,7
2024-05-01 12:27:17,7
2024-05-01 12:27:27,6
2024-05-01 12:27:37,8
2024-05-01 12:27:47,5
2024-05-01 12:27:57,8
2024-05-01 12:28:07,8
2024-05-01 12:28:17,5
2024-05-01 12:28:27,7
2024-05-01 12:28:37,12
2024-05-01 12:28:47,8
2024-05-01 12:28:57,9
2024-05-01 12:29:07,5
2024-05-01 12:29:17,11
2024-05-01 12:29:27,6
2024-05-01 12:29:37,9
2024-05-01 12:29:47,8
2024-05-01 12:29:57,8
2024-05-01 12:30:07,6
2024-05-01 12:30:17,11
2024-05-01 12:30:27,10
2024-05-01 12:30:37,7
2024-05-01 12:30:47,9
2024-05-01 12:30:57,8
2024-05-01 12:31:07,7
2024-05-01 12:31:17,7
2024-05-01 12:31:27,9
2024-05-01 12:31:37,7
2024-05-01 12:31:47,6
2024-05-01 12:31:57,7
2024-05-01 12:32:07,5
2024-05-01 12:32:17,7
2024-05-01 12:32:27,10
2024-05-01 12:32:37,12
2024-05-01 12:32:47,9
2024-05-01 12:32:57,13
2024-05-01 12:33:07,8
2024-05-01 12:33:17,12
2024-05-01 12:33:27,12
2024-05-01 12:33:37,9
2024-05-01 12:33:47,10
2024-05-01 12:33:57,11
2024-05-01 12:34:07,11
2024-05-01 12:34:17,8
2024-05-01 12:34:27,10
2024-05-01 12:34:37,7
2024-05-01 12:34:47,11
2024-05-01 12:34:57,11
2024-05-01 12:35:07,10
2024-05-01 12:35:17,8
2024-05-01 12:35:27,11
2024-05-01 12:35:37,9
2024-05-01 12:35:47,7
2024-05-01 12:35:57,10
2024-05-01 12:36:07,8
2024-05-01 12:36:17,6
2024-05-01 12:36:27,9
2024-05-01 12:36:37,8
2024-05-01 12:36:47,8
2024-05-01 12:36:57,4
2024-05-01 12:37:07,8
2024-05-01 12:37:17,9
2024-05-01 12:37:27,6
2024-05-01 12:37:37,7
2024-05-01 12:37:47,8
2024-05-01 12:37:57,7
2024-05-01 12:38:07,5
2024-05-01 12:38:17,7
2024-05-01 12:38:27,7
2024-05-01 12:38:37,7
2024-05-01 12:38:47,7
2024-05-01 12:38:57,5
2024-05-01 12:39:07,7
2024-05-01 12:39:17,6
2024-05-01 12:39:27,6
2024-05-01 12:39:37,3
2024-05-01 12:39:47,6
2024-05-01 12:39:57,6
2024-05-01 12:40:07,4
2024-05-01 12:40:17,5
2024-05-01 12:40:27,7
2024-05-01 12:40:37,9
2024-05-01 12:40:47,9
2024-05-01 12:40:57,6
2024-05-01 12:41:07,6
2024-05-01 12:41:17,4
2024-05-01 12:41:27,6
2024-05-01 12:41:37,5
2024-05-01 12:41:47,6
2024-05-01 12:41:57,3
2024-05-01 12:42:07,3
2024-05-01 12:42:17,6
2024-05-01 12:42:27,5
2024-05-01 12:42:37,7
2024-05-01 12:42:47,7
2024-05-01 12:42:57,5
2024-05-01 12:43:07,6
2024-05-01 12:43:17,5
2024-05-01 12:43:27,6
2024-05-01 12:43:37,5
2024-05-01 12:43:47,7
2024-05-01 12:43:57,5
2024-05-01 12:44:07,8
2024-05-01 12:44:17,3
2024-05-01 12:44:27,8
2024-05-01 12:44:37,6
2024-05-01 12:44:47,6
2024-05-01 12:44:57,9
2024-05-01 12:45:07,6
2024-05-01 12:45:17,7
2024-05-01 12:45:27,7
2024-05-01 12:45:37,4
2024-05-01 12:45:47,6
2024-05-01 12:45:57,7
2024-05-01 12:46:07,5
2024-05-01 12:46:17,6
2024-05-01 12:46:27,5
2024-05-01 12:46:37,7
2024-05-01 12:46:47,6
2024-05-01 12:46:57,6
2024-05-01 12:47:07,6
2024-05-01 12:47:17,6
2024-05-01 12:47:27,7
2024-05-01 12:47:37,6
2024-05-01 12:47:47,5
2024-05-01 12:47:57,6
2024-05-01 12:48:07,4
2024-05-01 12:48:17,6
2024-05-01 12:48:27,6
2024-05-01 12:48:37,3
2024-05-01 12:48:47,5
2024-05-01 12:48:57,6
2024-05-01 12:49:07,8
2024-05-01 12:49:17,6
2024-05-01 12:49:27,8
2024-05-01 12:49:37,10
2024-05-01 12:49:47,4
2024-05-01 12:49:57,5
2024-05-01 12:50:07,4
2024-05-01 12:50:17,3
2024-05-01 12:50:27,7
2024-05-01 12:50:37,5
2024-05-01 12:50:47,8
2024-05-01 12:50:57,7
2024-05-01 12:51:07,7
2024-05-01 12:51:17,6
2024-05-01 12:51:27,8
2024-05-01 12:51:37,6
2024-05-01 12:51:47,3
2024-05-01 12:51:57,6
