timestamps,vehicle_count
2024-05-01 11:41:03,6
2024-05-01 11:41:13,11
2024-05-01 11:41:23,9
2024-05-01 11:41:33,9
2024-05-01 11:41:43,8
2024-05-01 11:41:53,8
2024-05-01 11:42:03,8
2024-05-01 11:42:13,7
2024-05-01 11:42:23,7
2024-05-01 11:42:33,10
2024-05-01 11:42:43,8
2024-05-01 11:42:53,8
2024-05-01 11:43:03,10
2024-05-01 11:43:13,6
2024-05-01 11:43:23,6
2024-05-01 11:43:33,9
2024-05-01 11:43:43,9
2024-05-01 11:43:53,7
2024-05-01 11:44:03,6
2024-05-01 11:44:13,10
2024-05-01 11:44:23,7
2024-05-01 11:44:33,8
2024-05-01 11:44:43,8
2024-05-01 11:44:53,10
2024-05-01 11:45:03,9
2024-05-01 11:45:13,6
2024-05-01 11:45:23,6
2024-05-01 11:45:33,8
2024-05-01 11:45:43,8
2024-05-01 11:45:53,7
2024-05-01 11:46:03,8
2024-05-01 11:46:13,7
2024-05-01 11:46:23,5
2024-05-01 11:46:33,7
2024-05-01 11:46:43,8
2024-05-01 11:46:53,6
2024-05-01 11:47:03,7
2024-05-01 11:47:13,8
2024-05-01 11:47:23,10
2024-05-01 11:47:33,7
2024-05-01 11:47:43,6
2024-05-01 11:47:53,8
2024-05-01 11:48:03,8
2024-05-01 11:48:13,9
2024-05-01 11:48:23,10
2024-05-01 11:48:33,9
2024-05-01 11:48:43,9
2024-05-01 11:48:53,6
2024-05-01 11:49:03,7
2024-05-01 11:49:13,7
2024-05-01 11:49:23,8
2024-05-01 11:49:33,9
2024-05-01 11:49:43,9
2024-05-01 11:49:53,8
2024-05-01 11:50:03,6
2024-05-01 11:50:13,4
2024-05-01 11:50:23,9
2024-05-01 11:50:33,8
2024-05-01 11:50:43,10
2024-05-01 11:50:53,9
2024-05-01 11:51:03,9
2024-05-01 11:51:13,8
2024-05-01 11:51:23,8
2024-05-01 11:51:33,10
2024-05-01 11:51:43,8
2024-05-01 11:51:53,10
2024-05-01 11:52:03,8
2024-05-01 11:52:13,10
2024-05-01 11:52:23,8
2024-05-01 11:52:33,7
2024-05-01 11:52:43,8
2024-05-01 11:52:53,7
2024-05-01 11:53:03,7
2024-05-01 11:53:13,7
2024-05-01 11:53:23,9
2024-05-01 11:53:33,8
2024-05-01 11:53:43,7
2024-05-01 11:53:53,8
2024-05-01 11:54:03,10
2024-05-01 11:54:13,8
2024-05-01 11:54:23,6
2024-05-01 11:54:33,11
2024-05-01 11:54:43,8
2024-05-01 11:54:53,7
2024-05-01 11:55:03,8
2024-05-01 11:55:13,8
2024-05-01 11:55:23,8
2024-05-01 11:55:33,8
2024-05-01 11:55:43,10
2024-05-01 11:55:53,8
2024-05-01 11:56:03,8
2024-05-01 11:56:13,8
2024-05-01 11:56:23,10
2024-05-01 11:56:33,9
2024-05-01 11:56:43,10
2024-05-01 11:56:53,9
2024-05-01 11:57:03,5
2024-05-01 11:57:13,11
2024-05-01 11:57:23,9
