timestamps,vehicle_count
2024-05-01 12:56:47,11
2024-05-01 12:56:57,11
2024-05-01 12:57:07,11
2024-05-01 12:57:17,10
2024-05-01 12:57:27,10
2024-05-01 12:57:37,8
2024-05-01 12:57:47,7
2024-05-01 12:57:57,7
2024-05-01 12:58:07,10
2024-05-01 12:58:17,7
2024-05-01 12:58:27,11
2024-05-01 12:58:37,8
2024-05-01 12:58:47,8
2024-05-01 12:58:57,7
2024-05-01 12:59:07,11
2024-05-01 12:59:17,10
2024-05-01 12:59:27,9
2024-05-01 12:59:37,6
2024-05-01 12:59:47,7
2024-05-01 12:59:57,10
2024-05-01 13:00:07,10
2024-05-01 13:00:17,10
2024-05-01 13:00:27,7
2024-05-01 13:00:37,8
2024-05-01 13:00:47,12
2024-05-01 13:00:57,8
2024-05-01 13:01:07,10
2024-05-01 13:01:17,10
2024-05-01 13:01:27,7
2024-05-01 13:01:37,5
2024-05-01 13:01:47,9
2024-05-01 13:01:57,11
2024-05-01 13:02:07,7
2024-05-01 13:02:17,9
2024-05-01 13:02:27,7
2024-05-01 13:02:37,10
2024-05-01 13:02:47,11
2024-05-01 13:02:57,9
2024-05-01 13:03:07,6
2024-05-01 13:03:17,10
2024-05-01 13:03:27,9
2024-05-01 13:03:37,9
2024-05-01 13:03:47,9
2024-05-01 13:03:57,9
2024-05-01 13:04:07,9
2024-05-01 13:04:17,11
2024-05-01 13:04:27,13
2024-05-01 13:04:37,11
2024-05-01 13:04:47,11
2024-05-01 13:04:57,11
2024-05-01 13:05:07,8
2024-05-01 13:05:17,6
2024-05-01 13:05:27,10
2024-05-01 13:05:37,11
2024-05-01 13:05:47,10
2024-05-01 13:05:57,10
2024-05-01 13:06:07,12
2024-05-01 13:06:17,8
2024-05-01 13:06:27,9
2024-05-01 13:06:37,9
2024-05-01 13:06:47,8
2024-05-01 13:06:57,8
2024-05-01 13:07:07,9
2024-05-01 13:07:17,11
2024-05-01 13:07:27,7
2024-05-01 13:07:37,9
2024-05-01 13:07:47,6
2024-05-01 13:07:57,11
2024-05-01 13:08:07,10
2024-05-01 13:08:17,8
2024-05-01 13:08:27,9
2024-05-01 13:08:37,7
2024-05-01 13:08:47,10
2024-05-01 13:08:57,9
2024-05-01 13:09:07,8
2024-05-01 13:09:17,8
2024-05-01 13:09:27,8
2024-05-01 13:09:37,9
2024-05-01 13:09:47,10
2024-05-01 13:09:57,4
2024-05-01 13:10:07,7
2024-05-01 13:10:17,11
2024-05-01 13:10:27,9
2024-05-01 13:10:37,10
2024-05-01 13:10:47,10
2024-05-01 13:10:57,12
2024-05-01 13:11:07,9
2024-05-01 13:11:17,7
2024-05-01 13:11:27,8
2024-05-01 13:11:37,7
2024-05-01 13:11:47,9
2024-05-01 13:11:57,10
2024-05-01 13:12:07,12
2024-05-01 13:12:17,8
2024-05-01 13:12:27,7
2024-05-01 13:12:37,10
2024-05-01 13:12:47,10
2024-05-01 13:12:57,8
2024-05-01 13:13:07,10
2024-05-01 13:13:17,10
2024-05-01 13:13:27,11
2024-05-01 13:13:37,10
2024-05-01 13:13:47,10
2024-05-01 13:13:57,8
2024-05-01 13:14:07,9
2024-05-01 13:14:17,8
2024-05-01 13:14:27,10
2024-05-01 13:14:37,10
2024-05-01 13:14:47,9
2024-05-01 13:14:57,10
2024-05-01 13:15:07,10
2024-05-01 13:15:17,9
2024-05-01 13:15:27,9
2024-05-01 13:15:37,12
2024-05-01 13:15:47,11
2024-05-01 13:15:57,11
2024-05-01 13:16:07,7
2024-05-01 13:16:17,8
2024-05-01 13:16:27,10
2024-05-01 13:16:37,12
2024-05-01 13:16:47,9
2024-05-01 13:16:57,11
2024-05-01 13:17:07,10
2024-05-01 13:17:17,11
2024-05-01 13:17:27,4
2024-05-01 13:17:37,3
2024-05-01 13:17:47,6
2024-05-01 13:17:57,5
2024-05-01 13:18:07,8
2024-05-01 13:18:17,8
2024-05-01 13:18:27,12
2024-05-01 13:18:37,11
2024-05-01 13:18:47,10
