timestamps,vehicle_count
2024-05-01 13:52:36,7
2024-05-01 13:52:46,6
2024-05-01 13:52:56,9
2024-05-01 13:53:06,5
2024-05-01 13:53:16,3
2024-05-01 13:53:26,7
2024-05-01 13:53:36,7
2024-05-01 13:53:46,4
2024-05-01 13:53:56,7
2024-05-01 13:54:06,4
2024-05-01 13:54:16,5
2024-05-01 13:54:26,6
2024-05-01 13:54:36,8
2024-05-01 13:54:46,8
2024-05-01 13:54:56,7
2024-05-01 13:55:06,8
2024-05-01 13:55:16,4
2024-05-01 13:55:26,7
2024-05-01 13:55:36,8
2024-05-01 13:55:46,6
2024-05-01 13:55:56,4
2024-05-01 13:56:06,8
2024-05-01 13:56:16,7
2024-05-01 13:56:26,10
2024-05-01 13:56:36,8
2024-05-01 13:56:46,9
2024-05-01 13:56:56,10
2024-05-01 13:57:06,8
2024-05-01 13:57:16,7
2024-05-01 13:57:26,6
2024-05-01 13:57:36,8
2024-05-01 13:57:46,6
2024-05-01 13:57:56,4
2024-05-01 13:58:06,8
2024-05-01 13:58:16,8
2024-05-01 13:58:26,7
2024-05-01 13:58:36,8
2024-05-01 13:58:46,5
2024-05-01 13:58:56,7
2024-05-01 13:59:06,6
2024-05-01 13:59:16,2
2024-05-01 13:59:26,3
2024-05-01 13:59:36,4
2024-05-01 13:59:46,6
2024-05-01 13:59:56,7
2024-05-01 14:00:06,8
2024-05-01 14:00:16,7
2024-05-01 14:00:26,6
2024-05-01 14:00:36,7
2024-05-01 14:00:46,9
2024-05-01 14:00:56,8
2024-05-01 14:01:06,8
2024-05-01 14:01:16,10
2024-05-01 14:01:26,9
2024-05-01 14:01:36,8
2024-05-01 14:01:46,9
2024-05-01 14:01:56,8
2024-05-01 14:02:06,9
2024-05-01 14:02:16,10
2024-05-01 14:02:26,10
2024-05-01 14:02:36,10
2024-05-01 14:02:46,6
2024-05-01 14:02:56,6
2024-05-01 14:03:06,4
2024-05-01 14:03:16,4
2024-05-01 14:03:26,4
2024-05-01 14:03:36,6
2024-05-01 14:03:46,4
2024-05-01 14:03:56,6
2024-05-01 14:04:06,9
2024-05-01 14:04:16,5
2024-05-01 14:04:26,4
2024-05-01 14:04:36,4
2024-05-01 14:04:46,6
2024-05-01 14:04:56,4
2024-05-01 14:05:06,4
2024-05-01 14:05:16,3
2024-05-01 14:05:26,4
2024-05-01 14:05:36,4
2024-05-01 14:05:46,4
2024-05-01 14:05:56,3
2024-05-01 14:06:06,4
2024-05-01 14:06:16,3
2024-05-01 14:06:26,3
2024-05-01 14:06:36,3
2024-05-01 14:06:46,4
2024-05-01 14:06:56,3
2024-05-01 14:07:06,6
2024-05-01 14:07:16,4
2024-05-01 14:07:26,5
2024-05-01 14:07:36,4
2024-05-01 14:07:46,5
2024-05-01 14:07:56,7
2024-05-01 14:08:06,10
2024-05-01 14:08:16,7
2024-05-01 14:08:26,9
2024-05-01 14:08:36,9
2024-05-01 14:08:46,7
2024-05-01 14:08:56,6
2024-05-01 14:09:06,9
2024-05-01 14:09:16,4
2024-05-01 14:09:26,5
2024-05-01 14:09:36,3
2024-05-01 14:09:46,6
2024-05-01 14:09:56,3
2024-05-01 14:10:06,3
