timestamps,vehicle_count
2024-05-01 11:35:43,5
2024-05-01 11:35:53,6
2024-05-01 11:36:03,9
2024-05-01 11:36:13,9
2024-05-01 11:36:23,8
2024-05-01 11:36:33,6
2024-05-01 11:36:43,6
2024-05-01 11:36:53,7
2024-05-01 11:37:03,9
2024-05-01 11:37:13,8
2024-05-01 11:37:23,7
2024-05-01 11:37:33,6
2024-05-01 11:37:43,4
2024-05-01 11:37:53,3
2024-05-01 11:38:03,7
2024-05-01 11:38:13,9
2024-05-01 11:38:23,7
2024-05-01 11:38:33,6
2024-05-01 11:38:43,9
2024-05-01 11:38:53,8
2024-05-01 11:39:03,6
2024-05-01 11:39:13,7
2024-05-01 11:39:23,7
2024-05-01 11:39:33,6
2024-05-01 11:39:43,7
2024-05-01 11:39:53,8
2024-05-01 11:40:03,3
2024-05-01 11:40:13,9
2024-05-01 11:40:23,7
2024-05-01 11:40:33,5
2024-05-01 11:40:43,7
2024-05-01 11:40:53,8
2024-05-01 11:41:03,5
2024-05-01 11:41:13,3
2024-05-01 11:41:23,6
2024-05-01 11:41:33,7
2024-05-01 11:41:43,7
2024-05-01 11:41:53,7
2024-05-01 11:42:03,8
2024-05-01 11:42:13,5
2024-05-01 11:42:23,7
2024-05-01 11:42:33,7
2024-05-01 11:42:43,6
2024-05-01 11:42:53,9
2024-05-01 11:43:03,9
2024-05-01 11:43:13,7
2024-05-01 11:43:23,7
2024-05-01 11:43:33,7
2024-05-01 11:43:43,5
2024-05-01 11:43:53,5
2024-05-01 11:44:03,7
2024-05-01 11:44:13,4
2024-05-01 11:44:23,6
2024-05-01 11:44:33,7
2024-05-01 11:44:43,8
2024-05-01 11:44:53,7
2024-05-01 11:45:03,6
2024-05-01 11:45:13,8
2024-05-01 11:45:23,9
2024-05-01 11:45:33,8
2024-05-01 11:45:43,11
2024-05-01 11:45:53,8
2024-05-01 11:46:03,8
2024-05-01 11:46:13,6
2024-05-01 11:46:23,8
2024-05-01 11:46:33,8
2024-05-01 11:46:43,8
2024-05-01 11:46:53,6
2024-05-01 11:47:03,8
2024-05-01 11:47:13,7
2024-05-01 11:47:23,6
2024-05-01 11:47:33,9
2024-05-01 11:47:43,8
2024-05-01 11:47:53,8
2024-05-01 11:48:03,7
2024-05-01 11:48:13,7
2024-05-01 11:48:23,7
2024-05-01 11:48:33,8
2024-05-01 11:48:43,8
2024-05-01 11:48:53,6
2024-05-01 11:49:03,5
2024-05-01 11:49:13,8
2024-05-01 11:49:23,7
2024-05-01 11:49:33,10
2024-05-01 11:49:43,10
2024-05-01 11:49:53,8
