timestamps,vehicle_count
2024-05-01 14:15:54,6
2024-05-01 14:16:04,1
2024-05-01 14:16:14,5
2024-05-01 14:16:24,5
2024-05-01 14:16:34,6
2024-05-01 14:16:44,6
2024-05-01 14:16:54,7
2024-05-01 14:17:04,7
2024-05-01 14:17:14,3
2024-05-01 14:17:24,2
2024-05-01 14:17:34,3
2024-05-01 14:17:44,3
2024-05-01 14:17:54,2
2024-05-01 14:18:04,4
2024-05-01 14:18:14,2
2024-05-01 14:18:24,4
2024-05-01 14:18:34,2
2024-05-01 14:18:44,1
2024-05-01 14:18:54,3
2024-05-01 14:19:04,3
2024-05-01 14:19:14,5
2024-05-01 14:19:24,5
2024-05-01 14:19:34,3
2024-05-01 14:19:44,4
2024-05-01 14:19:54,4
2024-05-01 14:20:04,4
2024-05-01 14:20:14,4
2024-05-01 14:20:24,2
2024-05-01 14:20:34,1
2024-05-01 14:20:44,3
2024-05-01 14:20:54,3
2024-05-01 14:21:04,4
2024-05-01 14:21:14,5
2024-05-01 14:21:24,4
2024-05-01 14:21:34,2
2024-05-01 14:21:44,1
2024-05-01 14:21:54,2
2024-05-01 14:22:04,1
2024-05-01 14:22:14,1
2024-05-01 14:22:24,5
2024-05-01 14:22:34,7
2024-05-01 14:22:44,5
2024-05-01 14:22:54,5
2024-05-01 14:23:04,4
2024-05-01 14:23:14,3
2024-05-01 14:23:24,4
2024-05-01 14:23:34,3
2024-05-01 14:23:44,4
2024-05-01 14:23:54,5
2024-05-01 14:24:04,3
2024-05-01 14:24:14,5
2024-05-01 14:24:24,4
2024-05-01 14:24:34,4
2024-05-01 14:24:44,1
2024-05-01 14:24:54,2
2024-05-01 14:25:04,3
2024-05-01 14:25:14,5
2024-05-01 14:25:24,1
2024-05-01 14:25:34,3
2024-05-01 14:25:44,2
2024-05-01 14:25:54,1
2024-05-01 14:26:04,3
2024-05-01 14:26:14,4
2024-05-01 14:26:24,5
2024-05-01 14:26:34,1
2024-05-01 14:26:44,4
2024-05-01 14:26:54,5
2024-05-01 14:27:04,4
2024-05-01 14:27:14,2
2024-05-01 14:27:24,2
2024-05-01 14:27:34,7
2024-05-01 14:27:44,8
2024-05-01 14:27:54,5
2024-05-01 14:28:04,4
2024-05-01 14:28:14,3
2024-05-01 14:28:24,3
2024-05-01 14:28:34,2
2024-05-01 14:28:44,2
2024-05-01 14:28:54,2
2024-05-01 14:29:04,4
2024-05-01 14:29:14,4
2024-05-01 14:29:24,4
2024-05-01 14:29:34,4
2024-05-01 14:29:44,2
2024-05-01 14:29:54,3
2024-05-01 14:30:04,3
2024-05-01 14:30:14,3
2024-05-01 14:30:24,1
2024-05-01 14:30:34,3
2024-05-01 14:30:44,3
2024-05-01 14:30:54,1
2024-05-01 14:31:04,4
2024-05-01 14:31:14,4
2024-05-01 14:31:24,5
2024-05-01 14:31:34,3
2024-05-01 14:31:44,1
2024-05-01 14:31:54,7
2024-05-01 14:32:04,5
2024-05-01 14:32:14,4
2024-05-01 14:32:24,3
2024-05-01 14:32:34,1
2024-05-01 14:32:44,4
2024-05-01 14:32:54,2
2024-05-01 14:33:04,3
2024-05-01 14:33:14,2
2024-05-01 14:33:24,2
2024-05-01 14:33:34,2
2024-05-01 14:33:44,7
2024-05-01 14:33:54,6
2024-05-01 14:34:04,4
2024-05-01 14:34:14,4
2024-05-01 14:34:24,1
2024-05-01 14:34:34,4
2024-05-01 14:34:44,2
2024-05-01 14:34:54,6
2024-05-01 14:35:04,5
2024-05-01 14:35:14,5
2024-05-01 14:35:24,2
2024-05-01 14:35:34,2
2024-05-01 14:35:44,4
2024-05-01 14:35:54,4
2024-05-01 14:36:04,3
2024-05-01 14:36:14,3
2024-05-01 14:36:24,7
2024-05-01 14:36:34,3
2024-05-01 14:36:44,6
2024-05-01 14:36:54,5
2024-05-01 14:37:04,3
2024-05-01 14:37:14,3
2024-05-01 14:37:24,3
2024-05-01 14:37:34,5
2024-05-01 14:37:44,5
2024-05-01 14:37:54,3
2024-05-01 14:38:04,3
2024-05-01 14:38:14,3
2024-05-01 14:38:24,3
2024-05-01 14:38:34,4
2024-05-01 14:38:44,5
2024-05-01 14:38:54,3
2024-05-01 14:39:04,5
2024-05-01 14:39:14,2
2024-05-01 14:39:24,4
2024-05-01 14:39:34,5
2024-05-01 14:39:44,1
2024-05-01 14:39:54,2
2024-05-01 14:40:04,2
2024-05-01 14:40:14,4
2024-05-01 14:40:24,2
2024-05-01 14:40:34,3
2024-05-01 14:40:44,4
2024-05-01 14:40:54,2
2024-05-01 14:41:04,3
2024-05-01 14:41:14,2
2024-05-01 14:41:24,4
2024-05-01 14:41:34,2
2024-05-01 14:41:44,4
2024-05-01 14:41:54,4
2024-05-01 14:42:04,7
2024-05-01 14:42:14,7
2024-05-01 14:42:24,5
2024-05-01 14:42:34,7
2024-05-01 14:42:44,6
2024-05-01 14:42:54,3
2024-05-01 14:43:04,5
2024-05-01 14:43:14,4
2024-05-01 14:43:24,1
2024-05-01 14:43:34,3
2024-05-01 14:43:44,3
2024-05-01 14:43:54,3
2024-05-01 14:44:04,3
2024-05-01 14:44:14,6
2024-05-01 14:44:24,3
2024-05-01 14:44:34,5
2024-05-01 14:44:44,5
2024-05-01 14:44:54,4
2024-05-01 14:45:04,2
2024-05-01 14:45:14,5
2024-05-01 14:45:24,5
2024-05-01 14:45:34,3
2024-05-01 14:45:44,3
2024-05-01 14:45:54,4
2024-05-01 14:46:04,4
2024-05-01 14:46:14,4
2024-05-01 14:46:24,3
2024-05-01 14:46:34,4
2024-05-01 14:46:44,4
2024-05-01 14:46:54,1
2024-05-01 14:47:04,5
2024-05-01 14:47:14,2
2024-05-01 14:47:24,5
2024-05-01 14:47:34,3
2024-05-01 14:47:44,2
2024-05-01 14:47:54,7
2024-05-01 14:48:04,5
2024-05-01 14:48:14,8
2024-05-01 14:48:24,5
2024-05-01 14:48:34,5
2024-05-01 14:48:44,4
2024-05-01 14:48:54,2
2024-05-01 14:49:04,5
2024-05-01 14:49:14,3
2024-05-01 14:49:24,3
2024-05-01 14:49:34,2
2024-05-01 14:49:44,3
2024-05-01 14:49:54,3
2024-05-01 14:50:04,4
2024-05-01 14:50:14,2
2024-05-01 14:50:24,3
2024-05-01 14:50:34,5
2024-05-01 14:50:44,2
2024-05-01 14:50:54,3
2024-05-01 14:51:04,1
2024-05-01 14:51:14,2
2024-05-01 14:51:24,5
2024-05-01 14:51:34,4
2024-05-01 14:51:44,1
2024-05-01 14:51:54,3
2024-05-01 14:52:04,3
2024-05-01 14:52:14,5
2024-05-01 14:52:24,8
2024-05-01 14:52:34,5
2024-05-01 14:52:44,4
2024-05-01 14:52:54,5
2024-05-01 14:53:04,5
2024-05-01 14:53:14,3
2024-05-01 14:53:24,7
2024-05-01 14:53:34,6
2024-05-01 14:53:44,7
2024-05-01 14:53:54,7
2024-05-01 14:54:04,6
2024-05-01 14:54:14,2
2024-05-01 14:54:24,2
2024-05-01 14:54:34,5
2024-05-01 14:54:44,3
2024-05-01 14:54:54,1
2024-05-01 14:55:04,5
2024-05-01 14:55:14,4
2024-05-01 14:55:24,4
2024-05-01 14:55:34,1
2024-05-01 14:55:44,4
2024-05-01 14:55:54,4
2024-05-01 14:56:04,7
2024-05-01 14:56:14,6
2024-05-01 14:56:24,4
2024-05-01 14:56:34,4
2024-05-01 14:56:44,2
2024-05-01 14:56:54,2
2024-05-01 14:57:04,1
2024-05-01 14:57:14,6
2024-05-01 14:57:24,4
2024-05-01 14:57:34,5
2024-05-01 14:57:44,4
2024-05-01 14:57:54,5
2024-05-01 14:58:04,2
2024-05-01 14:58:14,3
2024-05-01 14:58:24,5
2024-05-01 14:58:34,6
