frame,flow,density,speed,TPI,weighted_flow_rate,weighted_speed,congestion_factor,smoothed_congestion_factor,final_theoretical_value,normalized_smoothed_congestion_factor,Weather Impact,Accident Impact,Dynamic Capacity,Time Interval,Blockage Probability
1,23,9,25.20078847,6.086766076,23,25.20078847,8.229319511,8.229319511,6.729532107,0.021506097,50,100,1150,1,0.98
2,32,9,25.1181934,4.389248791,24.63636364,25.18577118,11.41766695,8.809019045,5.715179867,0.029734481,50,100,1150,1,0.972173913
3,42,9,22.85339831,3.852714501,27.79338843,24.76170339,16.37877259,10.18533787,5.752501512,0.049270256,50,100,1150,1,0.963478261
4,54,9,21.50526429,3.487518172,32.5582269,24.16962355,22.29012083,12.3862075,6.15712497,0.080509888,50,100,1150,1,0.953043478
5,61,8,20.816229,3.04932319,37.72945837,23.55991545,23.08100555,14.33071624,6.433741104,0.108110677,50,100,1150,1,0.946956522
6,62,9,24.40070079,2.677078057,42.14228412,23.71278551,22.58972568,15.83235432,6.623660935,0.129425262,50,100,1150,1,0.946086957
7,63,11,22.34039815,3.006866875,45.9345961,23.46326054,30.58177863,18.51406783,7.659027161,0.167490099,50,100,1150,1,0.945217391
8,56,10,23.92926117,2.88946895,47.76466954,23.54798793,23.12800195,19.35296494,7.828517748,0.179397591,50,100,1150,1,0.951304348
9,54,7,23.1917458,2.952838569,48.89836598,23.48321663,16.10265462,18.76199943,7.695586827,0.171009295,50,100,1150,1,0.953043478
10,53,10,23.30607087,3.278763493,49.64411762,23.45100831,22.47325915,19.43677392,8.126166622,0.180587194,50,100,1150,1,0.953913043
11,54,10,21.44663954,3.654202805,50.43609624,23.08657763,24.832959,20.41789848,8.683311508,0.194513494,50,100,1150,1,0.953043478
12,52,8,20.09256352,4.22850665,50.72044238,22.54221142,20.39571225,20.41386462,9.084114042,0.194456236,50,100,1150,1,0.954782609
13,56,11,25.36112169,2.979814123,51.68036194,23.05474056,24.03221359,21.07174625,8.407393762,0.203794354,50,100,1150,1,0.951304348
14,51,9,24.48434161,3.38912083,51.55665977,23.31466803,18.55161954,20.6135414,8.556447,0.197290493,50,100,1150,1,0.955652174
15,61,10,26.68302196,2.714318851,53.27363072,23.92709601,22.62441611,20.97915498,8.193769689,0.202480093,50,100,1150,1,0.946956522
16,66,11,24.56398499,2.610374992,55.58751605,24.04289401,29.18530315,22.47118192,8.568617071,0.223658255,50,100,1150,1,0.942608696
17,67,7,28.10518587,2.346196848,57.66251313,24.78149253,16.51798391,21.38878228,8.058972479,0.208294434,50,100,1150,1,0.94173913
18,65,10,21.37004427,3.457031822,58.99660165,24.16122921,29.94964217,22.94530226,9.303512954,0.230388025,50,100,1150,1,0.943478261
19,64,10,16.69732262,4.312068565,59.90631044,22.80415528,37.50583821,25.59267243,10.69624973,0.267965385,50,100,1150,1,0.944347826
20,64,8,19.30908998,3.885799387,60.65061763,22.16868886,26.04864739,25.67557697,10.42273266,0.26914215,50,100,1150,1,0.944347826
21,67,13,18.23405287,4.258065478,61.80505079,21.4533005,46.83983792,29.52362442,11.83773316,0.32376219,50,100,1150,1,0.94173913
22,61,8,22.79714396,3.176986979,61.65867792,21.69763568,21.11846847,27.99541424,10.62251516,0.302070436,50,100,1150,1,0.946956522
23,61,7,14.15645679,5.336150474,61.5389183,20.32651224,29.3727199,28.24583345,12.20905537,0.305624942,50,100,1150,1,0.946956522
24,60,9,18.84875835,4.421157711,61.25911497,20.05782972,28.14134065,28.22683476,11.56286083,0.30535527,50,100,1150,1,0.947826087
25,57,9,17.60147305,4.983633926,60.48473043,19.61121941,28.58883354,28.29265272,11.97633956,0.306289505,50,100,1150,1,0.950434783
26,50,7,16.734375,5.739084967,58.57841581,19.08815679,20.51133273,26.87786727,12.08071966,0.286207726,50,100,1150,1,0.956521739
27,48,10,17.74079885,5.871588285,56.65506748,18.84318262,26.58874779,26.82530009,12.15770183,0.285461576,50,100,1150,1,0.95826087
28,51,10,19.55766446,5.215346659,55.62687339,18.97308841,25.67597045,26.61633107,11.63564198,0.282495423,50,100,1150,1,0.955652174
29,55,11,22.24102263,4.252584053,55.51289641,19.56725827,26.84575843,26.65804513,10.97422238,0.283087522,50,100,1150,1,0.952173913
30,57,9,22.07168364,4.134852573,55.78327888,20.02260834,22.9269561,25.97966531,10.68829639,0.273458448,50,100,1150,1,0.950434783
31,61,9,24.27907215,3.793322912,56.73177363,20.79651085,22.33739814,25.31743491,10.25055651,0.264058602,50,100,1150,1,0.946956522
32,63,10,25.55268766,3.758185726,57.87145115,21.66127027,24.37368491,25.145844,10.17448321,0.261623003,50,100,1150,1,0.945217391
33,62,10,19.75282051,4.762080234,58.6220964,21.3142794,30.85989923,26.18476313,11.1888851,0.276369652,50,100,1150,1,0.946086957
34,60,9,17.07528884,5.077512937,58.87262433,20.54355385,30.98099866,27.05680596,11.67130084,0.288747621,50,100,1150,1,0.947826087
35,56,10,19.09579813,4.490516678,58.35032899,20.28032554,28.83271179,27.37969793,11.35727105,0.293330822,50,100,1150,1,0.951304348
36,56,10,18.13770115,4.536722354,57.92299645,19.89075747,30.31489749,27.91337058,11.54971682,0.30090589,50,100,1150,1,0.951304348
37,56,9,21.02999911,3.140072139,57.57336073,20.09789231,23.61820813,27.13243195,10.33778008,0.289821073,50,100,1150,1,0.951304348
38,55,9,26.03569922,2.234693898,57.10547696,21.17749357,18.82369844,25.62175313,9.250811668,0.268378163,50,100,1150,1,0.952173913
39,55,9,23.6205967,2.587880124,56.72266297,21.62169414,20.70844292,24.728424,9.230043287,0.255698051,50,100,1150,1,0.952173913
40,58,10,20.51768715,2.825148703,56.95490607,21.42096559,27.83370006,25.29301965,9.565509986,0.263712047,50,100,1150,1,0.949565217
41,58,7,25.10239525,2.197894394,57.14492314,22.09031644,15.99459722,23.60239739,8.619245292,0.239714979,50,100,1150,1,0.949565217
42,57,7,18.44764587,3.355156385,57.11857348,21.4280127,21.24274449,23.17336959,9.300620346,0.233625263,50,100,1150,1,0.950434783
43,51,9,18.35513475,4.136257765,56.00610558,20.86930762,24.58216322,23.42951389,9.924234601,0.237261032,50,100,1150,1,0.955652174
44,52,9,21.82987877,3.410991845,55.27772274,21.04395692,21.15998948,23.01687309,9.292756217,0.231403917,50,100,1150,1,0.954782609
45,47,10,14.57148461,6.450955581,53.77268225,19.86714377,31.51647048,24.56225443,11.88434524,0.253339403,50,100,1150,1,0.959130435
46,44,8,22.24469918,5.525320434,51.99583093,20.29942657,15.65199861,22.94220792,10.75038668,0.230344103,50,100,1150,1,0.96173913
47,48,9,22.70934543,4.961246771,51.26931621,20.73759364,18.8070793,22.19036635,10.12998265,0.219672297,50,100,1150,1,0.95826087
48,52,8,18.76786769,5.975843821,51.40216781,20.37946165,21.79794914,22.11901777,10.81879601,0.218659559,50,100,1150,1,0.954782609
49,50,10,17.06505544,6.835020281,51.14722821,19.77684234,28.75026508,23.3246991,11.78192393,0.235773268,50,100,1150,1,0.956521739
50,61,12,21.74382,3.769678608,52.93864126,20.13447464,33.17775454,25.11616372,10.17362414,0.261201714,50,100,1150,1,0.946956522
51,63,9,17.51700837,3.834821662,54.76797921,19.65857168,31.72002744,26.31686622,10.57943503,0.278244752,50,100,1150,1,0.945217391
52,57,9,18.39663383,4.579403756,55.17380118,19.42912844,27.38582992,26.51122325,11.15894961,0.281003499,50,100,1150,1,0.950434783
53,56,8,19.2414827,4.10014438,55.32401914,19.39501103,22.89594996,25.85390084,10.62627132,0.271673319,50,100,1150,1,0.951304348
54,58,8,26.67261792,3.23203732,55.81056112,20.71821228,17.22322087,24.2846863,9.547832013,0.249399539,50,100,1150,1,0.949565217
55,56,8,19.03555623,4.690470465,55.84500455,20.41227482,23.13729871,24.07607037,10.50615044,0.246438398,50,100,1150,1,0.951304348
56,53,10,20.63737574,2.925631594,55.327731,20.45320226,25.31061597,24.30053321,9.338102079,0.249624474,50,100,1150,1,0.953913043
57,54,9,19.36653762,1.608348831,55.08632536,20.25562687,24.68975769,24.3713013,8.437234571,0.250628972,50,100,1150,1,0.953043478
58,56,13,19.91313327,0.717401631,55.25244802,20.19335531,35.98173736,26.48228967,8.446868043,0.280592809,50,100,1150,1,0.951304348
59,57,8,29.73918473,0.075510276,55.57018475,21.92896066,15.21205033,24.43315525,7.382803767,0.25150694,50,100,1150,1,0.950434783
60,23,9,25.20078847,6.086766076,49.64833297,22.52383844,8.229319511,21.48700329,10.70683724,0.209688605,50,100,1150,1,0.98
61,32,9,25.1181934,4.389248791,46.43954516,22.99553934,11.41766695,19.65621487,8.969338614,0.183701987,50,100,1150,1,0.972173913
62,42,9,22.85339831,3.852714501,45.63235513,22.96969552,16.37877259,19.06031627,8.414995032,0.17524367,50,100,1150,1,0.963478261
63,54,9,21.50526429,3.487518172,47.15374511,22.70343529,22.29012083,19.64755346,8.33552876,0.183579046,50,100,1150,1,0.953043478
64,61,8,20.816229,3.04932319,49.671246,22.36030688,23.08100555,20.27181748,8.216071477,0.192439988,50,100,1150,1,0.946956522
65,62,9,24.40070079,2.677078057,51.91283763,22.73128759,22.58972568,20.69325533,8.08193124,0.19842197,50,100,1150,1,0.946086957
66,63,11,22.34039815,3.006866875,53.92868534,22.66021678,30.58177863,22.49116866,8.852157411,0.223941951,50,100,1150,1,0.945217391
67,56,10,23.92926117,2.88946895,54.305288,22.89095212,23.12800195,22.60695653,8.804715225,0.22558547,50,100,1150,1,0.951304348
68,54,7,23.1917458,2.952838569,54.24978109,22.94564188,16.10265462,21.42435618,8.494293854,0.208799378,50,100,1150,1,0.953043478
69,53,10,23.30607087,3.278763493,54.02254817,23.01117443,22.47325915,21.61506581,8.779654189,0.211506353,50,100,1150,1,0.953913043
70,54,10,21.44663954,3.654202805,54.0184485,22.72671354,24.832959,22.2001373,9.217983154,0.219810988,50,100,1150,1,0.953043478
71,52,8,20.09256352,4.22850665,53.65145786,22.24777717,20.39571225,21.87206002,9.521572661,0.215154186,50,100,1150,1,0.954782609
72,56,11,25.36112169,2.979814123,54.07846553,22.81383981,24.03221359,22.26481521,8.76531445,0.22072904,50,100,1150,1,0.951304348
73,51,9,24.48434161,3.38912083,53.51874452,23.11756741,18.55161954,21.58968873,8.8492912,0.211146145,50,100,1150,1,0.955652174
74,61,10,26.68302196,2.714318851,54.87897279,23.76583187,22.62441611,21.77782098,8.433369489,0.213816536,50,100,1150,1,0.946956522
75,66,11,24.56398499,2.610374992,56.90097774,23.91095062,29.18530315,23.12463592,8.76465327,0.232933526,50,100,1150,1,0.942608696
76,67,7,28.10518587,2.346196848,58.7371636,24.67353885,16.51798391,21.92342646,8.219365733,0.215883292,50,100,1150,1,0.94173913
77,65,10,21.37004427,3.457031822,59.87586113,24.07290347,29.94964217,23.38273841,9.434743799,0.23659709,50,100,1150,1,0.943478261
78,64,10,16.69732262,4.312068565,60.62570456,22.73188877,37.50583821,25.95057474,10.80362042,0.27304553,50,100,1150,1,0.944347826
79,64,8,19.30908998,3.885799387,61.23921282,22.10956172,26.04864739,25.96840613,10.51058141,0.273298632,50,100,1150,1,0.944347826
80,67,13,18.23405287,4.258065478,62.28662867,21.40492375,46.83983792,29.76321191,11.90960941,0.327162948,50,100,1150,1,0.94173913
81,61,8,22.79714396,3.176986979,62.05269619,21.65805469,21.11846847,28.19144037,10.681323,0.304852874,50,100,1150,1,0.946956522
82,61,7,14.15645679,5.336150474,61.86129688,20.2941278,29.3727199,28.40621847,12.25717087,0.307901482,50,100,1150,1,0.946956522
83,60,9,18.84875835,4.421157711,61.52287927,20.03133336,28.14134065,28.35805887,11.60222806,0.307217894,50,100,1150,1,0.947826087
84,57,9,17.60147305,4.983633926,60.70053758,19.58954057,28.58883354,28.4000179,12.00854912,0.30781347,50,100,1150,1,0.950434783
85,50,7,16.734375,5.739084967,58.75498529,19.07041956,20.51133273,26.9657115,12.10707293,0.287454606,50,100,1150,1,0.956521739
86,48,10,17.74079885,5.871588285,56.79953342,18.82867034,26.58874779,26.89717265,12.17926359,0.286481751,50,100,1150,1,0.95826087
87,51,10,19.55766446,5.215346659,55.7450728,18.96121472,25.67597045,26.67513588,11.65328343,0.283330111,50,100,1150,1,0.955652174
88,55,11,22.24102263,4.252584053,55.60960502,19.55754344,26.84575843,26.70615817,10.98865629,0.283770449,50,100,1150,1,0.952173913
89,57,9,22.07168364,4.134852573,55.86240411,20.01465984,22.9269561,26.01903052,10.70010596,0.274017206,50,100,1150,1,0.950434783
90,61,9,24.27907215,3.793322912,56.79651245,20.79000753,22.33739814,25.34964281,10.26021888,0.264515768,50,100,1150,1,0.946956522
91,63,10,25.55268766,3.758185726,57.92441928,21.65594937,24.37368491,25.17219592,10.18238878,0.261997048,50,100,1150,1,0.945217391
92,62,10,19.75282051,4.762080234,58.66543395,21.30992594,30.85989923,26.20632379,11.1953533,0.276675688,50,100,1150,1,0.946086957
